metric,estimator,estimate,config,null_model_avg,seed,dataset
mae,standard,0.0387127763080481,Preprocessor1_Model1,0.0373728864251351,9142,ffq_serum_p_acetic_acid_nmol
rmse,standard,0.0789023010510384,Preprocessor1_Model1,0.067011147072721,9142,ffq_serum_p_acetic_acid_nmol
rsq,standard,0.000492142467533076,Preprocessor1_Model1,NA,9142,ffq_serum_p_acetic_acid_nmol
ccc,standard,-0.00377428679383048,Preprocessor1_Model1,0,607,ffq_serum_p_acetic_acid_nmol
mae,standard,0.0437609175197154,Preprocessor1_Model1,0.0379132454475598,607,ffq_serum_p_acetic_acid_nmol
rmse,standard,0.0944988902285866,Preprocessor1_Model1,0.0668998368153418,607,ffq_serum_p_acetic_acid_nmol
rsq,standard,0.000473226210263463,Preprocessor1_Model1,NA,607,ffq_serum_p_acetic_acid_nmol
ccc,standard,0.00845448168223399,Preprocessor1_Model1,0,7053,ffq_serum_p_acetic_acid_nmol
mae,standard,0.046895879602519,Preprocessor1_Model1,0.0381507567227814,7053,ffq_serum_p_acetic_acid_nmol
rmse,standard,0.090219670607276,Preprocessor1_Model1,0.0700810925797816,7053,ffq_serum_p_acetic_acid_nmol
rsq,standard,0.0043503289856878,Preprocessor1_Model1,NA,7053,ffq_serum_p_acetic_acid_nmol
ccc,standard,0.0866263956589117,Preprocessor1_Model1,0,507,ffq_serum_p_acetic_acid_nmol
mae,standard,0.0355366805428093,Preprocessor1_Model1,0.0384278702937164,507,ffq_serum_p_acetic_acid_nmol
rmse,standard,0.0430382860367248,Preprocessor1_Model1,0.0698107128873279,507,ffq_serum_p_acetic_acid_nmol
rsq,standard,0.0352732654022973,Preprocessor1_Model1,NA,507,ffq_serum_p_acetic_acid_nmol
ccc,standard,-0.0699618590011232,Preprocessor1_Model1,0,8636,ffq_serum_p_acetic_acid_nmol
mae,standard,0.0370937316366678,Preprocessor1_Model1,0.0384751703573212,8636,ffq_serum_p_acetic_acid_nmol
rmse,standard,0.0527697316993572,Preprocessor1_Model1,0.0694312946707866,8636,ffq_serum_p_acetic_acid_nmol
rsq,standard,0.021078404945535,Preprocessor1_Model1,NA,8636,ffq_serum_p_acetic_acid_nmol
ccc,standard,-0.0354706198135694,Preprocessor1_Model1,0,7471,ffq_serum_p_acetic_acid_nmol
mae,standard,0.0504775353978791,Preprocessor1_Model1,0.037010804405713,7471,ffq_serum_p_acetic_acid_nmol
rmse,standard,0.120374022554493,Preprocessor1_Model1,0.065939577809201,7471,ffq_serum_p_acetic_acid_nmol
rsq,standard,0.0285278282182726,Preprocessor1_Model1,NA,7471,ffq_serum_p_acetic_acid_nmol
ccc,standard,-0.0118180429123719,Preprocessor1_Model1,0,1525,ffq_serum_p_acetic_acid_nmol
mae,standard,0.0409498862448618,Preprocessor1_Model1,0.0383608290295546,1525,ffq_serum_p_acetic_acid_nmol
rmse,standard,0.084503904730461,Preprocessor1_Model1,0.0695274366920286,1525,ffq_serum_p_acetic_acid_nmol
rsq,standard,0.00360538007558496,Preprocessor1_Model1,NA,1525,ffq_serum_p_acetic_acid_nmol
ccc,standard,-0.163198480613006,Preprocessor1_Model1,0,7268,ffq_serum_p_acetic_acid_nmol
mae,standard,0.0299043033351016,Preprocessor1_Model1,0.0356857125117487,7268,ffq_serum_p_acetic_acid_nmol
rmse,standard,0.0359815017031574,Preprocessor1_Model1,0.0638533716826965,7268,ffq_serum_p_acetic_acid_nmol
rsq,standard,0.0842991895448604,Preprocessor1_Model1,NA,7268,ffq_serum_p_acetic_acid_nmol
ccc,standard,-0.0121634437874514,Preprocessor1_Model1,0,1378,ffq_serum_p_acetic_acid_nmol
mae,standard,0.0445997594637114,Preprocessor1_Model1,0.037911864069613,1378,ffq_serum_p_acetic_acid_nmol
rmse,standard,0.085265836715012,Preprocessor1_Model1,0.0702532372349199,1378,ffq_serum_p_acetic_acid_nmol
rsq,standard,0.00372487048565285,Preprocessor1_Model1,NA,1378,ffq_serum_p_acetic_acid_nmol
ccc,standard,-0.0139797295505796,Preprocessor1_Model1,0,400,ffq_serum_p_butyric_acid_nmol
mae,standard,0.000140610845932566,Preprocessor1_Model1,0.000150705874248986,400,ffq_serum_p_butyric_acid_nmol
rmse,standard,0.000192391131884053,Preprocessor1_Model1,0.000200834032658378,400,ffq_serum_p_butyric_acid_nmol
rsq,standard,0.00312436676614634,Preprocessor1_Model1,NA,400,ffq_serum_p_butyric_acid_nmol
ccc,standard,0.0399924990434586,Preprocessor1_Model1,0,9142,ffq_serum_p_butyric_acid_nmol
mae,standard,0.00014809035749116,Preprocessor1_Model1,0.00015029692831138,9142,ffq_serum_p_butyric_acid_nmol
rmse,standard,0.00021712448494217,Preprocessor1_Model1,0.000203323027041869,9142,ffq_serum_p_butyric_acid_nmol
rsq,standard,0.0389329296982147,Preprocessor1_Model1,NA,9142,ffq_serum_p_butyric_acid_nmol
ccc,standard,-0.0592197956468652,Preprocessor1_Model1,0,607,ffq_serum_p_butyric_acid_nmol
mae,standard,0.000156231179742852,Preprocessor1_Model1,0.000151981600683953,607,ffq_serum_p_butyric_acid_nmol
rmse,standard,0.000207282813056201,Preprocessor1_Model1,0.000206636486464657,607,ffq_serum_p_butyric_acid_nmol
rsq,standard,0.0627714909516639,Preprocessor1_Model1,NA,607,ffq_serum_p_butyric_acid_nmol
ccc,standard,-0.0600704537412148,Preprocessor1_Model1,0,7053,ffq_serum_p_butyric_acid_nmol
mae,standard,0.00015240850814724,Preprocessor1_Model1,0.000149722877808103,7053,ffq_serum_p_butyric_acid_nmol
rmse,standard,0.00018964738679673,Preprocessor1_Model1,0.000202654557195181,7053,ffq_serum_p_butyric_acid_nmol
rsq,standard,0.0183287181753056,Preprocessor1_Model1,NA,7053,ffq_serum_p_butyric_acid_nmol
ccc,standard,-0.00757232015386563,Preprocessor1_Model1,0,507,ffq_serum_p_butyric_acid_nmol
mae,standard,0.000159621822670672,Preprocessor1_Model1,0.000145223752070389,507,ffq_serum_p_butyric_acid_nmol
rmse,standard,0.000232625326485021,Preprocessor1_Model1,0.000195100096100435,507,ffq_serum_p_butyric_acid_nmol
rsq,standard,0.00112259580542121,Preprocessor1_Model1,NA,507,ffq_serum_p_butyric_acid_nmol
ccc,standard,0.0271352806875239,Preprocessor1_Model1,0,8636,ffq_serum_p_butyric_acid_nmol
mae,standard,0.000154546541793832,Preprocessor1_Model1,0.000142969931772519,8636,ffq_serum_p_butyric_acid_nmol
rmse,standard,0.000218849181079447,Preprocessor1_Model1,0.000188540704823908,8636,ffq_serum_p_butyric_acid_nmol
rsq,standard,0.0210520355641562,Preprocessor1_Model1,NA,8636,ffq_serum_p_butyric_acid_nmol
ccc,standard,-0.00916560004155667,Preprocessor1_Model1,0,7471,ffq_serum_p_butyric_acid_nmol
mae,standard,0.000161208249171275,Preprocessor1_Model1,0.000148577380026122,7471,ffq_serum_p_butyric_acid_nmol
rmse,standard,0.000227616944279238,Preprocessor1_Model1,0.000199220522262298,7471,ffq_serum_p_butyric_acid_nmol
rsq,standard,0.0015031712812933,Preprocessor1_Model1,NA,7471,ffq_serum_p_butyric_acid_nmol
ccc,standard,-0.00849659069425091,Preprocessor1_Model1,0,1525,ffq_serum_p_butyric_acid_nmol
mae,standard,0.000137085041326311,Preprocessor1_Model1,0.000141421450947325,1525,ffq_serum_p_butyric_acid_nmol
rmse,standard,0.000168130251694191,Preprocessor1_Model1,0.000189809965695006,1525,ffq_serum_p_butyric_acid_nmol
rsq,standard,0.000836114136504975,Preprocessor1_Model1,NA,1525,ffq_serum_p_butyric_acid_nmol
ccc,standard,0.00682670612083824,Preprocessor1_Model1,0,7268,ffq_serum_p_butyric_acid_nmol
mae,standard,0.000165634428332024,Preprocessor1_Model1,0.000140501011789389,7268,ffq_serum_p_butyric_acid_nmol
rmse,standard,0.000231613544731931,Preprocessor1_Model1,0.000190132227640263,7268,ffq_serum_p_butyric_acid_nmol
rsq,standard,0.000482819864283437,Preprocessor1_Model1,NA,7268,ffq_serum_p_butyric_acid_nmol
ccc,standard,-0.0110704718409005,Preprocessor1_Model1,0,1378,ffq_serum_p_butyric_acid_nmol
mae,standard,0.000152470748582042,Preprocessor1_Model1,0.000144027552599084,1378,ffq_serum_p_butyric_acid_nmol
rmse,standard,0.000209920339402347,Preprocessor1_Model1,0.000190785492805205,1378,ffq_serum_p_butyric_acid_nmol
rsq,standard,0.0015566491738906,Preprocessor1_Model1,NA,1378,ffq_serum_p_butyric_acid_nmol
ccc,standard,-0.0135024839235887,Preprocessor1_Model1,0,400,ffq_serum_p_propionic_acid_nmol
mae,standard,0.000500807116687008,Preprocessor1_Model1,0.000475468785922421,400,ffq_serum_p_propionic_acid_nmol
rmse,standard,0.000599031383416274,Preprocessor1_Model1,0.000566330253314303,400,ffq_serum_p_propionic_acid_nmol
rsq,standard,0.00357988793158867,Preprocessor1_Model1,NA,400,ffq_serum_p_propionic_acid_nmol
ccc,standard,-0.00537770364434197,Preprocessor1_Model1,0,9142,ffq_serum_p_propionic_acid_nmol
mae,standard,0.000484950884065394,Preprocessor1_Model1,0.000497336834879384,9142,ffq_serum_p_propionic_acid_nmol
rmse,standard,0.000562677150742337,Preprocessor1_Model1,0.000596204177878032,9142,ffq_serum_p_propionic_acid_nmol
rsq,standard,0.00060953889022747,Preprocessor1_Model1,NA,9142,ffq_serum_p_propionic_acid_nmol
ccc,standard,-0.000942997405150836,Preprocessor1_Model1,0,607,ffq_serum_p_propionic_acid_nmol
mae,standard,0.000483866984482914,Preprocessor1_Model1,0.000501928952068114,607,ffq_serum_p_propionic_acid_nmol
rmse,standard,0.000561619332430331,Preprocessor1_Model1,0.000596748429987583,607,ffq_serum_p_propionic_acid_nmol
rsq,standard,9.80010579313208e-06,Preprocessor1_Model1,NA,607,ffq_serum_p_propionic_acid_nmol
ccc,standard,0.011503986644759,Preprocessor1_Model1,0,7053,ffq_serum_p_propionic_acid_nmol
mae,standard,0.000489170789530578,Preprocessor1_Model1,0.000482971435283226,7053,ffq_serum_p_propionic_acid_nmol
rmse,standard,0.000584080842351566,Preprocessor1_Model1,0.000570320038885758,7053,ffq_serum_p_propionic_acid_nmol
rsq,standard,0.00226583457216139,Preprocessor1_Model1,NA,7053,ffq_serum_p_propionic_acid_nmol
ccc,standard,0.013187150265005,Preprocessor1_Model1,0,507,ffq_serum_p_propionic_acid_nmol
mae,standard,0.000481515269301893,Preprocessor1_Model1,0.000500263908940998,507,ffq_serum_p_propionic_acid_nmol
rmse,standard,0.000552881045831324,Preprocessor1_Model1,0.00060320467069076,507,ffq_serum_p_propionic_acid_nmol
rsq,standard,0.000998020004112744,Preprocessor1_Model1,NA,507,ffq_serum_p_propionic_acid_nmol
ccc,standard,-0.0782766092849212,Preprocessor1_Model1,0,8636,ffq_serum_p_propionic_acid_nmol
mae,standard,0.000530620798266946,Preprocessor1_Model1,0.000486998020444011,8636,ffq_serum_p_propionic_acid_nmol
rmse,standard,0.000645711903826626,Preprocessor1_Model1,0.000576584812259663,8636,ffq_serum_p_propionic_acid_nmol
rsq,standard,0.0549502156009821,Preprocessor1_Model1,NA,8636,ffq_serum_p_propionic_acid_nmol
ccc,standard,0.00154656614913482,Preprocessor1_Model1,0,7471,ffq_serum_p_propionic_acid_nmol
mae,standard,0.000481613448709144,Preprocessor1_Model1,0.000490775160655607,7471,ffq_serum_p_propionic_acid_nmol
rmse,standard,0.000548853694272276,Preprocessor1_Model1,0.000582699560512325,7471,ffq_serum_p_propionic_acid_nmol
rsq,standard,5.88035440492361e-05,Preprocessor1_Model1,NA,7471,ffq_serum_p_propionic_acid_nmol
ccc,standard,-0.0233321661931544,Preprocessor1_Model1,0,1525,ffq_serum_p_propionic_acid_nmol
mae,standard,0.000491222019904599,Preprocessor1_Model1,0.00049067529852739,1525,ffq_serum_p_propionic_acid_nmol
rmse,standard,0.000573237814559905,Preprocessor1_Model1,0.000589038486170445,1525,ffq_serum_p_propionic_acid_nmol
rsq,standard,0.00237750271259754,Preprocessor1_Model1,NA,1525,ffq_serum_p_propionic_acid_nmol
ccc,standard,-0.0479687867569645,Preprocessor1_Model1,0,7268,ffq_serum_p_propionic_acid_nmol
mae,standard,0.00050180958250213,Preprocessor1_Model1,0.000492211992608465,7268,ffq_serum_p_propionic_acid_nmol
rmse,standard,0.000590299527597807,Preprocessor1_Model1,0.000586424243394647,7268,ffq_serum_p_propionic_acid_nmol
rsq,standard,0.0260658287694607,Preprocessor1_Model1,NA,7268,ffq_serum_p_propionic_acid_nmol
ccc,standard,0.00683386342066419,Preprocessor1_Model1,0,1378,ffq_serum_p_propionic_acid_nmol
mae,standard,0.000449170153971051,Preprocessor1_Model1,0.000490460328664432,1378,ffq_serum_p_propionic_acid_nmol
rmse,standard,0.000508216958078317,Preprocessor1_Model1,0.000581079328998991,1378,ffq_serum_p_propionic_acid_nmol
rsq,standard,0.000368657240776148,Preprocessor1_Model1,NA,1378,ffq_serum_p_propionic_acid_nmol
ccc,standard,-0.0223239670705272,Preprocessor1_Model1,0,400,ffq_serum_p_scfa_nmol_total
mae,standard,0.0386961689285496,Preprocessor1_Model1,0.0414719004450016,400,ffq_serum_p_scfa_nmol_total
rmse,standard,0.0870209508853017,Preprocessor1_Model1,0.0785887514410473,400,ffq_serum_p_scfa_nmol_total
rsq,standard,0.00686617934841321,Preprocessor1_Model1,NA,400,ffq_serum_p_scfa_nmol_total
ccc,standard,0.00973913567720121,Preprocessor1_Model1,0,9142,ffq_serum_p_scfa_nmol_total
mae,standard,0.0382214367628032,Preprocessor1_Model1,0.0375513742483149,9142,ffq_serum_p_scfa_nmol_total
rmse,standard,0.0788561648869675,Preprocessor1_Model1,0.0672099218126721,9142,ffq_serum_p_scfa_nmol_total
rsq,standard,0.00238812666440869,Preprocessor1_Model1,NA,9142,ffq_serum_p_scfa_nmol_total
ccc,standard,-0.000284037376076945,Preprocessor1_Model1,0,607,ffq_serum_p_scfa_nmol_total
mae,standard,0.0433076450052224,Preprocessor1_Model1,0.0380376456351061,607,ffq_serum_p_scfa_nmol_total
rmse,standard,0.0946456928920565,Preprocessor1_Model1,0.0670227732657636,607,ffq_serum_p_scfa_nmol_total
rsq,standard,2.50484752452373e-06,Preprocessor1_Model1,NA,607,ffq_serum_p_scfa_nmol_total
ccc,standard,0.0131922377196998,Preprocessor1_Model1,0,7053,ffq_serum_p_scfa_nmol_total
mae,standard,0.0470028921528662,Preprocessor1_Model1,0.0381810645527906,7053,ffq_serum_p_scfa_nmol_total
rmse,standard,0.090049556064078,Preprocessor1_Model1,0.0700986267562819,7053,ffq_serum_p_scfa_nmol_total
rsq,standard,0.0103528048140049,Preprocessor1_Model1,NA,7053,ffq_serum_p_scfa_nmol_total
ccc,standard,0.0671262919178471,Preprocessor1_Model1,0,507,ffq_serum_p_scfa_nmol_total
mae,standard,0.0357657167386962,Preprocessor1_Model1,0.0385138492142485,507,ffq_serum_p_scfa_nmol_total
rmse,standard,0.0434199533665542,Preprocessor1_Model1,0.0698857946653749,507,ffq_serum_p_scfa_nmol_total
rsq,standard,0.0234364030826759,Preprocessor1_Model1,NA,507,ffq_serum_p_scfa_nmol_total
ccc,standard,-0.0405515332892695,Preprocessor1_Model1,0,8636,ffq_serum_p_scfa_nmol_total
mae,standard,0.0345454428766213,Preprocessor1_Model1,0.0384635166851437,8636,ffq_serum_p_scfa_nmol_total
rmse,standard,0.0504276688998282,Preprocessor1_Model1,0.0694678511588954,8636,ffq_serum_p_scfa_nmol_total
rsq,standard,0.0116302805691024,Preprocessor1_Model1,NA,8636,ffq_serum_p_scfa_nmol_total
ccc,standard,-0.0200817612544467,Preprocessor1_Model1,0,7471,ffq_serum_p_scfa_nmol_total
mae,standard,0.0480496624358225,Preprocessor1_Model1,0.0371457573213351,7471,ffq_serum_p_scfa_nmol_total
rmse,standard,0.119522184803927,Preprocessor1_Model1,0.0661507174336355,7471,ffq_serum_p_scfa_nmol_total
rsq,standard,0.0146607619363488,Preprocessor1_Model1,NA,7471,ffq_serum_p_scfa_nmol_total
ccc,standard,-0.010539260652336,Preprocessor1_Model1,0,1525,ffq_serum_p_scfa_nmol_total
mae,standard,0.0415069207819461,Preprocessor1_Model1,0.0385068077251789,1525,ffq_serum_p_scfa_nmol_total
rmse,standard,0.0843948480356103,Preprocessor1_Model1,0.0696657169622345,1525,ffq_serum_p_scfa_nmol_total
rsq,standard,0.0033839596872843,Preprocessor1_Model1,NA,1525,ffq_serum_p_scfa_nmol_total
ccc,standard,-0.166501208516998,Preprocessor1_Model1,0,7268,ffq_serum_p_scfa_nmol_total
mae,standard,0.0306891516292547,Preprocessor1_Model1,0.035764039562079,7268,ffq_serum_p_scfa_nmol_total
rmse,standard,0.0378887502135655,Preprocessor1_Model1,0.0639876314270062,7268,ffq_serum_p_scfa_nmol_total
rsq,standard,0.0706147526781136,Preprocessor1_Model1,NA,7268,ffq_serum_p_scfa_nmol_total
ccc,standard,-0.00171928264036951,Preprocessor1_Model1,0,1378,ffq_serum_p_scfa_nmol_total
mae,standard,0.0429312651239617,Preprocessor1_Model1,0.0379160055043426,1378,ffq_serum_p_scfa_nmol_total
rmse,standard,0.0847938376269617,Preprocessor1_Model1,0.0702724828818259,1378,ffq_serum_p_scfa_nmol_total
rsq,standard,0.000123499968276889,Preprocessor1_Model1,NA,1378,ffq_serum_p_scfa_nmol_total
ccc,standard,0.301737067977096,Preprocessor1_Model1,-6.93560887909167e-36,400,humann_pwys_fecal_acetate_norm_ratio_dist
mae,standard,0.042974167669257,Preprocessor1_Model1,0.0494059481304398,400,humann_pwys_fecal_acetate_norm_ratio_dist
rmse,standard,0.051623065816044,Preprocessor1_Model1,0.0597339271109118,400,humann_pwys_fecal_acetate_norm_ratio_dist
rsq,standard,0.252997307091697,Preprocessor1_Model1,NA,400,humann_pwys_fecal_acetate_norm_ratio_dist
ccc,standard,0.241715761577582,Preprocessor1_Model1,7.46816545821468e-35,9142,humann_pwys_fecal_acetate_norm_ratio_dist
mae,standard,0.0490477821383033,Preprocessor1_Model1,0.050080076457589,9142,humann_pwys_fecal_acetate_norm_ratio_dist
rmse,standard,0.0576383142538736,Preprocessor1_Model1,0.0606337824991217,9142,humann_pwys_fecal_acetate_norm_ratio_dist
rsq,standard,0.133368474810747,Preprocessor1_Model1,NA,9142,humann_pwys_fecal_acetate_norm_ratio_dist
ccc,standard,0.177069710147335,Preprocessor1_Model1,-2.08886114348781e-34,607,humann_pwys_fecal_acetate_norm_ratio_dist
mae,standard,0.0518006059718396,Preprocessor1_Model1,0.0507459962623172,607,humann_pwys_fecal_acetate_norm_ratio_dist
rmse,standard,0.0649596015055482,Preprocessor1_Model1,0.0612314716773666,607,humann_pwys_fecal_acetate_norm_ratio_dist
rsq,standard,0.101740873749688,Preprocessor1_Model1,NA,607,humann_pwys_fecal_acetate_norm_ratio_dist
ccc,standard,0.274861492339192,Preprocessor1_Model1,0,7053,humann_pwys_fecal_acetate_norm_ratio_dist
mae,standard,0.0481414014265588,Preprocessor1_Model1,0.0503047625642286,7053,humann_pwys_fecal_acetate_norm_ratio_dist
rmse,standard,0.0580162247006643,Preprocessor1_Model1,0.0603250614142172,7053,humann_pwys_fecal_acetate_norm_ratio_dist
rsq,standard,0.254135720728664,Preprocessor1_Model1,NA,7053,humann_pwys_fecal_acetate_norm_ratio_dist
ccc,standard,0.277938660963064,Preprocessor1_Model1,1.82093687644762e-34,507,humann_pwys_fecal_acetate_norm_ratio_dist
mae,standard,0.0416218637899256,Preprocessor1_Model1,0.0501582520178964,507,humann_pwys_fecal_acetate_norm_ratio_dist
rmse,standard,0.0525372803619285,Preprocessor1_Model1,0.0607953229273726,507,humann_pwys_fecal_acetate_norm_ratio_dist
rsq,standard,0.294296424962999,Preprocessor1_Model1,NA,507,humann_pwys_fecal_acetate_norm_ratio_dist
ccc,standard,0.238616822038327,Preprocessor1_Model1,-3.68780745207759e-36,8636,humann_pwys_fecal_acetate_norm_ratio_dist
mae,standard,0.0438673309891518,Preprocessor1_Model1,0.0501753274615112,8636,humann_pwys_fecal_acetate_norm_ratio_dist
rmse,standard,0.0545424561310609,Preprocessor1_Model1,0.0606398033726187,8636,humann_pwys_fecal_acetate_norm_ratio_dist
rsq,standard,0.098403485522536,Preprocessor1_Model1,NA,8636,humann_pwys_fecal_acetate_norm_ratio_dist
ccc,standard,0.192905962910849,Preprocessor1_Model1,1.77442737011505e-35,7471,humann_pwys_fecal_acetate_norm_ratio_dist
mae,standard,0.0482788669140112,Preprocessor1_Model1,0.0493500496776185,7471,humann_pwys_fecal_acetate_norm_ratio_dist
rmse,standard,0.0629642936387828,Preprocessor1_Model1,0.059489682481957,7471,humann_pwys_fecal_acetate_norm_ratio_dist
rsq,standard,0.149121010954437,Preprocessor1_Model1,NA,7471,humann_pwys_fecal_acetate_norm_ratio_dist
ccc,standard,0.168652241447312,Preprocessor1_Model1,-4.01927167308119e-35,1525,humann_pwys_fecal_acetate_norm_ratio_dist
mae,standard,0.0472246949971107,Preprocessor1_Model1,0.0499231581528051,1525,humann_pwys_fecal_acetate_norm_ratio_dist
rmse,standard,0.061560313224961,Preprocessor1_Model1,0.059885047416041,1525,humann_pwys_fecal_acetate_norm_ratio_dist
rsq,standard,0.0815407220166138,Preprocessor1_Model1,NA,1525,humann_pwys_fecal_acetate_norm_ratio_dist
ccc,standard,0.136056901072675,Preprocessor1_Model1,-1.21312116624911e-35,7268,humann_pwys_fecal_acetate_norm_ratio_dist
mae,standard,0.0454650808650074,Preprocessor1_Model1,0.0496871825282441,7268,humann_pwys_fecal_acetate_norm_ratio_dist
rmse,standard,0.0560870207658447,Preprocessor1_Model1,0.0600309322234148,7268,humann_pwys_fecal_acetate_norm_ratio_dist
rsq,standard,0.0555214790214472,Preprocessor1_Model1,NA,7268,humann_pwys_fecal_acetate_norm_ratio_dist
ccc,standard,0.255871554059567,Preprocessor1_Model1,0,1378,humann_pwys_fecal_acetate_norm_ratio_dist
mae,standard,0.0454706243599084,Preprocessor1_Model1,0.0489113577190371,1378,humann_pwys_fecal_acetate_norm_ratio_dist
rmse,standard,0.0548005909584531,Preprocessor1_Model1,0.0586653170840377,1378,humann_pwys_fecal_acetate_norm_ratio_dist
rsq,standard,0.151124631517967,Preprocessor1_Model1,NA,1378,humann_pwys_fecal_acetate_norm_ratio_dist
ccc,standard,-0.0123460882967355,Preprocessor1_Model1,-2.3395749102872e-32,400,humann_pwys_fecal_acetate
mae,standard,8.2087960637976,Preprocessor1_Model1,7.02219799013638,400,humann_pwys_fecal_acetate
rmse,standard,10.5188619854814,Preprocessor1_Model1,9.07397504171982,400,humann_pwys_fecal_acetate
rsq,standard,0.000522798659802111,Preprocessor1_Model1,NA,400,humann_pwys_fecal_acetate
ccc,standard,0.0310237881687368,Preprocessor1_Model1,6.79596611668442e-33,9142,humann_pwys_fecal_acetate
mae,standard,6.48349205950247,Preprocessor1_Model1,6.87851386416433,9142,humann_pwys_fecal_acetate
rmse,standard,8.01417477275638,Preprocessor1_Model1,8.65594003932174,9142,humann_pwys_fecal_acetate
rsq,standard,0.0179645347219547,Preprocessor1_Model1,NA,9142,humann_pwys_fecal_acetate
ccc,standard,0.0330056301275769,Preprocessor1_Model1,5.9116935085212e-33,607,humann_pwys_fecal_acetate
mae,standard,6.97726746050903,Preprocessor1_Model1,6.88812608537687,607,humann_pwys_fecal_acetate
rmse,standard,8.99203177449663,Preprocessor1_Model1,8.83999514789674,607,humann_pwys_fecal_acetate
rsq,standard,0.0490948782390345,Preprocessor1_Model1,NA,607,humann_pwys_fecal_acetate
ccc,standard,0.0187401365607392,Preprocessor1_Model1,-2.42734889167631e-33,7053,humann_pwys_fecal_acetate
mae,standard,7.35764874435782,Preprocessor1_Model1,6.85793757369218,7053,humann_pwys_fecal_acetate
rmse,standard,9.01646304908624,Preprocessor1_Model1,8.79486545224776,7053,humann_pwys_fecal_acetate
rsq,standard,0.00164606733849095,Preprocessor1_Model1,NA,7053,humann_pwys_fecal_acetate
ccc,standard,-0.12120660348991,Preprocessor1_Model1,-4.05537302435478e-33,507,humann_pwys_fecal_acetate
mae,standard,6.69783777375738,Preprocessor1_Model1,6.91946265387267,507,humann_pwys_fecal_acetate
rmse,standard,7.95782440118261,Preprocessor1_Model1,8.81953508766019,507,humann_pwys_fecal_acetate
rsq,standard,0.0600761086588402,Preprocessor1_Model1,NA,507,humann_pwys_fecal_acetate
ccc,standard,0.0214140462161839,Preprocessor1_Model1,5.94042005566957e-33,8636,humann_pwys_fecal_acetate
mae,standard,7.0695354664331,Preprocessor1_Model1,6.86506338389269,8636,humann_pwys_fecal_acetate
rmse,standard,8.96425131043219,Preprocessor1_Model1,8.73384166603429,8636,humann_pwys_fecal_acetate
rsq,standard,0.0158841881553499,Preprocessor1_Model1,NA,8636,humann_pwys_fecal_acetate
ccc,standard,-0.0192143624406617,Preprocessor1_Model1,1.58940315490411e-32,7471,humann_pwys_fecal_acetate
mae,standard,6.83510539631789,Preprocessor1_Model1,6.70111052221133,7471,humann_pwys_fecal_acetate
rmse,standard,8.59662934323013,Preprocessor1_Model1,8.40625536891234,7471,humann_pwys_fecal_acetate
rsq,standard,0.00639777372560711,Preprocessor1_Model1,NA,7471,humann_pwys_fecal_acetate
ccc,standard,-0.0129063741474571,Preprocessor1_Model1,-7.96172086832408e-33,1525,humann_pwys_fecal_acetate
mae,standard,7.25678114671195,Preprocessor1_Model1,6.80358952474403,1525,humann_pwys_fecal_acetate
rmse,standard,9.81023709784573,Preprocessor1_Model1,8.74278993481065,1525,humann_pwys_fecal_acetate
rsq,standard,0.00522623165957541,Preprocessor1_Model1,NA,1525,humann_pwys_fecal_acetate
ccc,standard,0.122972705437219,Preprocessor1_Model1,1.0156757212654e-33,7268,humann_pwys_fecal_acetate
mae,standard,7.0625910271738,Preprocessor1_Model1,7.01162551451758,7268,humann_pwys_fecal_acetate
rmse,standard,9.20241656241166,Preprocessor1_Model1,9.03133666716668,7268,humann_pwys_fecal_acetate
rsq,standard,0.0533786879175795,Preprocessor1_Model1,NA,7268,humann_pwys_fecal_acetate
ccc,standard,0.00343268052716387,Preprocessor1_Model1,2.30580998862786e-32,1378,humann_pwys_fecal_acetate
mae,standard,6.55729210897157,Preprocessor1_Model1,6.99097389397461,1378,humann_pwys_fecal_acetate
rmse,standard,7.7557087193665,Preprocessor1_Model1,9.01950377868701,1378,humann_pwys_fecal_acetate
rsq,standard,0.000235103625076444,Preprocessor1_Model1,NA,1378,humann_pwys_fecal_acetate
ccc,standard,0.202077341140307,Preprocessor1_Model1,-2.82323928915954e-35,400,humann_pwys_fecal_new_butyrate_norm_ratio_dist
mae,standard,0.0410615045469531,Preprocessor1_Model1,0.0429019873009618,400,humann_pwys_fecal_new_butyrate_norm_ratio_dist
rmse,standard,0.0508733493626827,Preprocessor1_Model1,0.0541678765967635,400,humann_pwys_fecal_new_butyrate_norm_ratio_dist
rsq,standard,0.181094147937598,Preprocessor1_Model1,NA,400,humann_pwys_fecal_new_butyrate_norm_ratio_dist
ccc,standard,0.166914723463977,Preprocessor1_Model1,9.85849980131732e-35,9142,humann_pwys_fecal_new_butyrate_norm_ratio_dist
mae,standard,0.0384808066175827,Preprocessor1_Model1,0.0426421249978354,9142,humann_pwys_fecal_new_butyrate_norm_ratio_dist
rmse,standard,0.0498160528460164,Preprocessor1_Model1,0.053292177580923,9142,humann_pwys_fecal_new_butyrate_norm_ratio_dist
rsq,standard,0.227346511290791,Preprocessor1_Model1,NA,9142,humann_pwys_fecal_new_butyrate_norm_ratio_dist
ccc,standard,0.133154016676124,Preprocessor1_Model1,-7.27586787788235e-35,607,humann_pwys_fecal_new_butyrate_norm_ratio_dist
mae,standard,0.0398772917742895,Preprocessor1_Model1,0.0418275440015495,607,humann_pwys_fecal_new_butyrate_norm_ratio_dist
